step,x,y,type,pole,arc_deg
649,165.3329,22.8891,wrap,4,0
650,162.6073,23.4692,wrap,4,0
651,159.916,24.1918,wrap,4,0
652,157.2664,25.0548,wrap,4,0
653,154.6658,26.056,wrap,4,0
654,152.1214,27.1924,wrap,4,0
655,149.6402,28.461,wrap,4,0
656,147.2292,29.8582,wrap,4,0
657,144.8949,31.3802,wrap,4,0
658,142.6439,33.0228,wrap,4,0
659,140.4823,34.7815,wrap,4,0
660,138.4161,36.6513,wrap,4,0
661,136.4511,38.6272,wrap,4,0
662,134.5926,40.7036,wrap,4,0
663,132.8459,42.8748,wrap,4,0
664,131.2156,45.1348,wrap,4,0
