step,x,y,type,pole,arc_deg
434,122.2903,80.54,wrap,4,0
435,122.0726,77.7738,wrap,4,0
436,122.0,75.0,wrap,4,0
437,122.0726,72.2262,wrap,4,0
438,122.2903,69.46,wrap,4,0
439,122.6525,66.709,wrap,4,0
440,123.1582,63.9807,wrap,4,0
441,123.8059,61.2826,wrap,4,0
442,124.594,58.6221,wrap,4,0
443,125.5202,56.0065,wrap,4,0
444,126.5821,53.443,wrap,4,0
445,127.7767,50.9385,wrap,4,0
446,129.1007,48.5,wrap,4,0
447,130.5505,46.1341,wrap,4,0
448,132.1221,43.8474,wrap,4,0
449,133.8113,41.646,wrap,4,0
450,135.6133,39.5361,wrap,4,0
451,137.5233,37.5233,wrap,4,0
452,139.5361,35.6133,wrap,4,0
453,141.646,33.8113,wrap,4,0
454,143.8474,32.1221,wrap,4,0
455,146.1341,30.5505,wrap,4,0
456,148.5,29.1007,wrap,4,0
457,150.9385,27.7767,wrap,4,0
458,153.443,26.5821,wrap,4,0
459,156.0065,25.5202,wrap,4,0
460,158.6221,24.594,wrap,4,0
461,161.2826,23.8059,wrap,4,0
462,163.9807,23.1582,wrap,4,0
463,166.709,22.6525,wrap,4,0
464,169.46,22.2903,wrap,4,0
465,172.2262,22.0726,wrap,4,0
466,175.0,22.0,wrap,4,0
