step,x,y,type,pole,arc_deg
312,102.3773,-156.0062,wrap,5,0
313,102.1274,-153.4953,wrap,5,0
314,102.0099,-150.9747,wrap,5,0
315,102.025,-148.4515,wrap,5,0
316,102.1726,-145.9325,wrap,5,0
317,102.4525,-143.4248,wrap,5,0
318,102.8637,-140.9352,wrap,5,0
319,103.4052,-138.4707,wrap,5,0
320,104.0755,-136.038,wrap,5,0
321,104.8726,-133.6439,wrap,5,0
322,105.7945,-131.295,wrap,5,0
323,106.8386,-128.9978,wrap,5,0
324,108.0019,-126.7587,wrap,5,0
325,109.2813,-124.5838,wrap,5,0
326,110.6732,-122.4791,wrap,5,0
327,112.1738,-120.4505,wrap,5,0
328,113.7789,-118.5035,wrap,5,0
329,115.4841,-116.6436,wrap,5,0
330,117.2847,-114.8758,wrap,5,0
331,119.1757,-113.2051,wrap,5,0
332,121.1519,-111.6361,wrap,5,0
333,123.2078,-110.1732,wrap,5,0
334,125.3377,-108.8202,wrap,5,0
335,127.5359,-107.5811,wrap,5,0
336,129.796,-106.4592,wrap,5,0
337,132.1121,-105.4576,wrap,5,0
338,134.4775,-104.5792,wrap,5,0
339,136.8859,-103.8262,wrap,5,0
340,139.3304,-103.2008,wrap,5,0
341,141.8045,-102.7048,wrap,5,0
342,144.3012,-102.3395,wrap,5,0
343,146.8137,-102.1059,wrap,5,0
344,149.335,-102.0046,wrap,5,0
345,151.8581,-102.036,wrap,5,0
346,154.3761,-102.1999,wrap,5,0
347,156.882,-102.4959,wrap,5,0
348,159.3688,-102.9232,wrap,5,0
349,161.8298,-103.4806,wrap,5,0
350,164.2581,-104.1665,wrap,5,0
351,166.647,-104.9791,wrap,5,0
352,168.9899,-105.9162,wrap,5,0
353,171.2803,-106.975,wrap,5,0
354,173.5119,-108.1528,wrap,5,0
355,175.6785,-109.4461,wrap,5,0
356,177.7741,-110.8516,wrap,5,0
357,179.793,-112.3652,wrap,5,0
358,181.7296,-113.9829,wrap,5,0
359,183.5785,-115.7001,wrap,5,0
360,185.3346,-117.5121,wrap,5,0
361,186.993,-119.4138,wrap,5,0
362,188.5492,-121.4001,wrap,5,0
363,189.9989,-123.4654,wrap,5,0
364,191.3381,-125.604,wrap,5,0
365,192.563,-127.8101,wrap,5,0
366,193.6703,-130.0775,wrap,5,0
367,194.6569,-132.3999,wrap,5,0
368,195.5201,-134.771,wrap,5,0
369,196.2575,-137.1841,wrap,5,0
370,196.867,-139.6327,wrap,5,0
371,197.3471,-142.1099,wrap,5,0
372,197.6963,-144.609,wrap,5,0
373,197.9137,-147.1229,wrap,5,0
374,197.9987,-149.6448,wrap,5,0
375,197.951,-152.1676,wrap,5,0
376,197.7709,-154.6845,wrap,5,0
377,197.4587,-157.1884,wrap,5,0
378,197.0153,-159.6725,wrap,5,0
379,196.4421,-162.1298,wrap,5,0
380,195.7405,-164.5536,wrap,5,0
381,194.9125,-166.9372,wrap,5,0
382,193.9604,-169.274,wrap,5,0
383,192.8868,-171.5575,wrap,5,0
384,191.6946,-173.7815,wrap,5,0
385,190.3873,-175.9397,wrap,5,0
386,188.9683,-178.0262,wrap,5,0
387,187.4417,-180.0353,wrap,5,0
388,185.8116,-181.9614,wrap,5,0
389,184.0825,-183.7992,wrap,5,0
390,182.2592,-185.5435,wrap,5,0
391,180.3468,-187.1897,wrap,5,0
392,178.3505,-188.733,wrap,5,0
393,176.2759,-190.1694,wrap,5,0
394,174.1287,-191.4947,wrap,5,0
395,171.9148,-192.7053,wrap,5,0
396,169.6403,-193.7979,wrap,5,0
397,167.3115,-194.7695,wrap,5,0
398,164.9349,-195.6174,wrap,5,0
399,162.5171,-196.3392,wrap,5,0
400,160.0646,-196.933,wrap,5,0
401,157.5843,-197.397,wrap,5,0
402,155.0831,-197.7301,wrap,5,0
403,152.5678,-197.9313,wrap,5,0
404,150.0454,-198.0,wrap,5,0
405,147.5229,-197.936,wrap,5,0
406,145.0073,-197.7396,wrap,5,0
407,142.5054,-197.4113,wrap,5,0
